state,month,handle,sports_books,gross_revenue,adjusted_revenue,gross_win_rate,adjusted_win_rate,mobile_handle_percentage,mobile_handle_dollars,hold,taxes,number_of_regions
New York,2022-12-01,1632469010,4 (9),142969451,NA,8.76,NA,NA,1623786503,NA,72422557,NA
New York,2023-01-01,1799048376,4 (9),149886749,NA,8.33,NA,NA,1788991455,NA,76258333,NA
New York,2023-02-01,1474299932,4 (9),108470835,NA,7.36,NA,NA,1466956555,NA,55251455,NA
New York,2023-03-01,1792885346,4 (9),163582117,NA,9.12,NA,NA,1785952977,NA,83132673,NA
New York,2023-04-01,1550014914,4 (9),139265046,NA,8.98,NA,NA,1544465378,NA,70843702,NA
New York,2023-05-01,1363794316,4 (9),152643135,NA,11.19,NA,NA,1358583506,NA,77571234,NA
New York,2023-06-01,1170989676,4 (9),103956641,NA,8.88,NA,NA,1166390859,NA,52976398,NA
New York,2023-07-01,966555215,4 (8)*,105510884,NA,10.92,NA,NA,962126094,NA,53666714,NA
New York,2023-08-01,1118163959,4 (8)*,99241793,NA,8.88,NA,NA,1112768221,NA,50310977,NA
New York,2023-09-01,1767913850,4 (8)*,166834225,NA,9.44,NA,NA,1759236826,NA,84563885,NA
New York,2023-10-01,2017133483,4 (8)*,167327704,NA,8.3,NA,NA,2006823408,NA,84927345,NA
New York,2023-11-01,2122331713,4 (9),151291344,NA,7.13,NA,NA,2109294400,NA,77003881,NA
New York,2023-12-01,2053736710,4 (9),189287146,NA,9.22,NA,NA,2041931893,NA,96131764,NA
New York,2024-01-01,1965468151,4 (9),211706706,NA,10.77,NA,NA,1955590364,NA,107900198,NA
New York,2024-02-01,1779072193,4 (9),131315620,NA,7.38,NA,NA,1773303032,NA,67033994,NA
New York,2024-03-01,1854674065,4 (9),152553937,NA,8.23,NA,NA,1849080276,NA,76369312,NA
New York,2024-04-01,1969945755,4 (9),184032348,NA,9.34,NA,NA,1964058931,NA,93760971,NA
New York,2024-05-01,1978317034,4 (9),203760343,NA,10.3,NA,NA,1972946780,NA,103748517,NA
New York,2024-06-01,1477842946,4 (9),134169779,NA,9.08,NA,NA,1473071481,NA,68328958,NA
New York,2024-07-01,1265934085,4 (9),140856541,NA,11.13,NA,NA,1261967679,NA,71620802,NA
New York,2024-08-01,1440577944,4 (8)**,125961724,NA,8.74,NA,NA,1436142324,NA,63846496,NA
New York,2024-09-01,2079869073,4 (9),206067210,NA,9.91,NA,NA,2071515109,NA,104538205,NA
New York,2024-10-01,2329400445,4 (9),176354954,NA,7.57,NA,NA,2321095638,NA,89937732,NA
New York,2024-11-01,2273599387,4 (9),232209891,NA,10.21,NA,NA,2265089204,NA,118164737,NA
New York,2024-12-01,2289276065,4 (9),150154372,NA,6.56,NA,NA,2280644347,NA,76831465,NA
New York,2025-01-01,2487676802,4 (9),248001821,NA,9.97,NA,NA,2480723678,NA,149118074,NA
New York,2025-02-01,1979914659,4 (9),184512125,NA,9.32,NA,NA,1975603982,NA,94224398,NA
New York,2025-03-01,2445290864,4 (9),162142924,NA,6.63,NA,NA,2439979634,NA,82567299,NA
New York,2025-04-01,2158082654,4 (9),192616927,NA,8.93,NA,NA,2153262045,NA,98263902,NA
New York,2025-05-01,2215450269,4 (9),249312914,NA,11.25,NA,NA,2211676705,NA,126983060,NA
New York,2025-06-01,1653307479,4 (9),207187605,NA,12.53,NA,NA,1649539166,NA,105387929,NA
New York,2025-07-01,1403671173,4 (9),155878073,NA,11.11,NA,NA,1401341092,NA,79367750,NA
New York,2025-08-01,2047456610,4 (9),178753563,NA,8.73,NA,NA,2044463754,NA,90941636,NA
North Carolina,2024-03-01,659308541,8,66496213,NA,10.09,NA,NA,NA,NA,11969318,NA
North Carolina,2024-04-01,648934226,8,105251672,NA,16.22,NA,NA,NA,NA,18945301,NA
North Carolina,2024-05-01,525548571,8,63080347,NA,12,NA,NA,NA,NA,11354462,NA
North Carolina,2024-06-01,398251464,8,40302263,NA,10.12,NA,NA,NA,NA,7254407,NA
North Carolina,2024-07-01,340375353,8,42226040,NA,12.41,NA,NA,NA,NA,7600687,NA
North Carolina,2024-08-01,370484774,8,33751015,NA,9.11,NA,NA,NA,NA,6075183,NA
North Carolina,2024-09-01,575398078,8,70062945,NA,12.18,NA,NA,NA,NA,12611330,NA
North Carolina,2024-10-01,612046491,9,48659761,NA,7.95,NA,NA,NA,NA,8758757,NA
North Carolina,2024-11-01,657688077,8,78097705,NA,11.87,NA,NA,NA,NA,14057587,NA
North Carolina,2024-12-01,629520784,8,35717877,NA,5.67,NA,NA,NA,NA,6429218,NA
North Carolina,2025-01-01,646942020,8,74530133,NA,11.52,NA,NA,NA,NA,13415424,NA
North Carolina,2025-02-01,543402737,8,55658912,NA,10.24,NA,NA,NA,NA,10018604,NA
North Carolina,2025-03-01,685003031,8,38140361,NA,5.57,NA,NA,NA,NA,6865265,NA
North Carolina,2025-04-01,576209378,8,46803712,NA,8.12,NA,NA,NA,NA,8424668,NA
North Carolina,2025-05-01,562236652,8,65227119,NA,11.6,NA,NA,NA,NA,11740881,NA
North Carolina,2025-06-01,433184675,8,58071308,NA,13.41,NA,NA,NA,NA,10452835,NA
North Carolina,2025-07-01,370385588,8,22679993,NA,6.12,NA,NA,NA,NA,4082399,NA
North Carolina,2025-08-01,478665552,8,54110076,NA,11.3,NA,NA,NA,NA,9739814,NA
Ohio,2023-01-01,1114101739,NA,209049302,209055880,18.76,NA,NA,NA,NA,20922359,NA
Ohio,2023-02-01,639795553,NA,82879568,82987169,12.95,NA,NA,NA,NA,8306004,NA
Ohio,2023-03-01,738613175,NA,95313124,95346224,12.9,NA,NA,NA,NA,9551057,NA
Ohio,2023-04-01,522703584,NA,63819857,63898463,12.21,NA,NA,NA,NA,6405348,NA
Ohio,2023-05-01,447477360,NA,57951152,58002520,12.95,NA,NA,NA,NA,5819393,NA
Ohio,2023-06-01,363066723,NA,32604975,32747673,8.98,NA,NA,NA,NA,3258609,NA
Ohio,2023-07-01,331931139,NA,37229873,37237844,11.22,NA,NA,NA,NA,7458022,NA
Ohio,2023-08-01,379531071,NA,40786643,40835713,10.75,NA,NA,NA,NA,8175341,NA
Ohio,2023-09-01,691670975,NA,81639905,81863115,11.8,NA,NA,NA,NA,16375764,NA
Ohio,2023-10-01,747662730,NA,80228276,80733402,10.73,NA,NA,NA,NA,16148132,NA
Ohio,2023-11-01,865465266,NA,67854691,68238684,7.84,NA,NA,NA,NA,13605718,NA
Ohio,2023-12-01,831125486,NA,87235482,87398716,10.5,NA,NA,NA,NA,17486192,NA
Ohio,2024-01-01,811594052,NA,113366455,113456438,13.97,NA,NA,NA,NA,22697037,NA
Ohio,2024-02-01,671992052,NA,66374384,67700375,9.88,NA,NA,NA,NA,13549445,NA
Ohio,2024-03-01,809347938,NA,63854035,64011417,7.89,NA,NA,NA,NA,12804401,NA
Ohio,2024-04-01,674161449,NA,74028160,74061951,10.98,NA,NA,NA,NA,14813313,NA
Ohio,2024-05-01,612651638,NA,67365769,67512802,11,NA,NA,NA,NA,13506810,NA
Ohio,2024-06-01,530621518,NA,51266301,51336109,9.66,NA,NA,NA,NA,10270112,NA
Ohio,2024-07-01,477476776,NA,55164174,55374949,11.55,NA,NA,NA,NA,11077799,NA
Ohio,2024-08-01,548677540,NA,48651296,48826633,8.87,NA,NA,NA,NA,9771850,NA
Ohio,2024-09-01,863008630,NA,105626217,106147026,12.24,NA,NA,NA,NA,21261333,NA
Ohio,2024-10-01,901446217,NA,81139066,81478518,9,NA,NA,NA,NA,16330026,NA
Ohio,2024-11-01,1024326837,NA,116878888,117051470,11.41,NA,NA,NA,NA,23452805,NA
Ohio,2024-12-01,963183876,NA,55509921,57062754,5.76,NA,NA,NA,NA,11422397,NA
Ohio,2025-01-01,1012283327,NA,80198591,81137044,7.92,NA,NA,NA,NA,16242492,NA
Ohio,2025-02-01,760882725,NA,75277530,75611015,9.89,NA,NA,NA,NA,15122203,NA
Ohio,2025-03-01,991975609,NA,66453861,66467702,6.7,NA,NA,NA,NA,13293540,NA
Ohio,2025-04-01,807222203,NA,73685606,75013070,9.13,NA,NA,NA,NA,15002614,NA
Ohio,2025-05-01,741271201,NA,88808435,88814412,11.98,NA,NA,NA,NA,17762882,NA
Ohio,2025-06-01,586320986,NA,74954479,76579691,12.78,NA,NA,NA,NA,15315938,NA
Ohio,2025-07-01,532588622,NA,60238900,60243667,11.31,NA,NA,NA,NA,12048733,NA
Oregon,2019-10-01,5605244,1 (1),220396,NA,3.93,NA,NA,NA,NA,NA,NA
Oregon,2019-11-01,17115416,1 (1),960714,NA,5.61,NA,NA,NA,NA,NA,NA
Oregon,2019-12-01,22551453,1 (1),1743231,NA,7.73,NA,NA,NA,NA,NA,NA
Oregon,2020-01-01,21151604,1 (1),1773757,NA,8.39,NA,NA,NA,NA,NA,NA
Oregon,2020-02-01,20899825,1 (1),1481197,NA,7.09,NA,NA,NA,NA,NA,NA
Oregon,2020-03-01,9007860,1 (1),937750,NA,10.41,NA,NA,NA,NA,NA,NA
Oregon,2020-04-01,4430648,1 (1),392767,NA,8.86,NA,NA,NA,NA,NA,NA
Oregon,2020-05-01,7290190,1 (1),598061,NA,8.2,NA,NA,NA,NA,NA,NA
Oregon,2020-06-01,7921864,1 (1),777903,NA,9.82,NA,NA,NA,NA,NA,NA
Oregon,2020-07-01,14042425,1 (1),1003037,NA,7.14,NA,NA,NA,NA,NA,NA
Oregon,2020-08-01,25845403,1 (1),1662406,NA,6.43,NA,NA,NA,NA,NA,NA
Oregon,2020-09-01,26174303,1 (1),1527243,NA,5.83,NA,NA,NA,NA,NA,NA
Oregon,2020-10-01,29455228,1 (1),2751147,NA,9.34,NA,NA,NA,NA,NA,NA
Oregon,2020-11-01,25039884,1 (1),4116314,NA,16.44,NA,NA,NA,NA,NA,NA
Oregon,2020-12-01,26987303,1 (1),3050785,NA,11.3,NA,NA,NA,NA,NA,NA
Oregon,2021-01-01,34935891,1 (1),3872604,NA,11.08,NA,NA,NA,NA,NA,NA
Oregon,2021-02-01,29600150,1 (1),2684777,NA,9.07,NA,NA,NA,NA,NA,NA
Oregon,2021-03-01,24054960,1 (1),1374377,NA,5.71,NA,NA,NA,NA,NA,NA
Oregon,2021-04-01,25323061,1 (1),2729277,NA,10.78,NA,NA,NA,NA,NA,NA
Oregon,2021-05-01,27780213,1 (1),2350290,NA,8.46,NA,NA,NA,NA,NA,NA
Oregon,2021-06-01,24903118,1 (1),2841767,NA,11.41,NA,NA,NA,NA,NA,NA
Oregon,2021-07-01,18189572,1 (1),2173572,NA,11.95,NA,NA,NA,NA,NA,NA
Oregon,2021-08-01,17686198,1 (1),1063135,NA,6.01,NA,NA,NA,NA,NA,NA
Oregon,2021-09-01,25070339,1 (1),1259744,NA,5.02,NA,NA,NA,NA,NA,NA
Oregon,2021-10-01,37639041,1 (1),3022298,NA,8.03,NA,NA,NA,NA,NA,NA
Oregon,2021-11-01,32673216,1 (1),4428658,NA,13.55,NA,NA,NA,NA,NA,NA
Oregon,2021-12-01,33743754,1 (1),2597503,NA,7.7,NA,NA,NA,NA,NA,NA
Oregon,2022-01-01,42899735,1 (1),2389280,NA,5.57,NA,NA,NA,NA,1777675,NA
Oregon,2022-02-01,39458431,1 (1),3335165,NA,8.45,NA,NA,NA,NA,1700934,NA
Oregon,2022-03-01,36208011,1 (1),3620610,NA,10,NA,NA,NA,NA,1846511,NA
Oregon,2022-04-01,42936415,1 (1),3824165,NA,8.91,NA,NA,NA,NA,1950324,NA
Oregon,2022-05-01,41708884,1 (1),5034036,NA,12.07,NA,NA,NA,NA,2567357,NA
Oregon,2022-06-01,33966896,1 (1),2548192,NA,7.5,NA,NA,NA,NA,1299578,NA
Oregon,2022-07-01,28453245,1 (1),2700257,NA,9.49,NA,NA,NA,NA,1377131,NA
Oregon,2022-08-01,28196193,1 (1),2707041,NA,9.6,NA,NA,NA,NA,1380591,NA
Oregon,2022-09-01,39292037,1 (1),5465182,NA,13.91,NA,NA,NA,NA,2787243,NA
Oregon,2022-10-01,55555464,1 (1),5783452,NA,10.41,NA,NA,NA,NA,2949561,NA
Oregon,2022-11-01,55503996,1 (1),6418578,NA,11.56,NA,NA,NA,NA,3273475,NA
Oregon,2022-12-01,53806189,1 (1),5693397,NA,10.58,NA,NA,NA,NA,2903632,NA
Oregon,2023-01-01,62328293,1 (1),7546966,NA,12.11,NA,NA,NA,NA,3848953,NA
Oregon,2023-02-01,48425409,1 (1),4261284,NA,8.8,NA,NA,NA,NA,2173255,NA
Oregon,2023-03-01,50456710,1 (1),6088342,NA,12.07,NA,NA,NA,NA,3105054,NA
Oregon,2023-04-01,55167184,1 (1),7051980,NA,12.78,NA,NA,NA,NA,3596510,NA
Oregon,2023-05-01,52122283,1 (1),6462462,NA,12.4,NA,NA,NA,NA,3295861,NA
Oregon,2023-06-01,43861200,1 (1),4336368,NA,9.89,NA,NA,NA,NA,2211548,NA
Oregon,2023-07-01,40428203,1 (1),4150625,NA,10.27,NA,NA,NA,NA,2116819,NA
Oregon,2023-08-01,44542070,1 (1),3507634,NA,7.87,NA,NA,NA,NA,1788893,NA
Oregon,2023-09-01,61354332,1 (1),6720396,NA,10.95,NA,NA,NA,NA,3427402,NA
Oregon,2023-10-01,71903468,1 (1),8545270,NA,11.88,NA,NA,NA,NA,4358088,NA
Oregon,2023-11-01,71231497,1 (1),7292147,NA,10.24,NA,NA,NA,NA,3718995,NA
Oregon,2023-12-01,74112182,1 (1),9766101,NA,13.18,NA,NA,NA,NA,4980712,NA
Oregon,2024-01-01,69889711,1 (1),9898881,NA,14.16,NA,NA,NA,NA,5048429,NA
Oregon,2024-02-01,67902926,1 (1),7786240,NA,11.47,NA,NA,NA,NA,3970982,NA
Oregon,2024-03-01,69398182,1 (1),7298922,NA,10.52,NA,NA,NA,NA,3722450,NA
Oregon,2024-04-01,72297348,1 (1),7370253,NA,10.19,NA,NA,NA,NA,3758829,NA
Oregon,2024-05-01,76231393,1 (1),8856796,NA,11.62,NA,NA,NA,NA,4516966,NA
Oregon,2024-06-01,64745092,1 (1),7216230,NA,11.15,NA,NA,NA,NA,3680277,NA
Oregon,2024-07-01,53280682,1 (1),6082760,NA,11.42,NA,NA,NA,NA,3102208,NA
Oregon,2024-08-01,56210589,1 (1),5068499,NA,9.02,NA,NA,NA,NA,2584934,NA
Oregon,2024-09-01,75431509,1 (1),11423212,NA,15.14,NA,NA,NA,NA,5825838,NA
Oregon,2024-10-01,81735396,1 (1),5748697,NA,7.03,NA,NA,NA,NA,2874349,NA
Oregon,2024-11-01,87387636,1 (1),11895589,NA,13.61,NA,NA,NA,NA,5947795,NA
Oregon,2024-12-01,90178020,1 (1),5790511,NA,6.42,NA,NA,NA,NA,2895256,NA
Oregon,2025-01-01,83571527,1 (1),12489739,NA,14.94,NA,NA,NA,NA,6244870,NA
Oregon,2025-02-01,68262718,1 (1),9673274,NA,14.17,NA,NA,NA,NA,4836637,NA
Oregon,2025-03-01,67466177,1 (1),7289891,NA,10.81,NA,NA,NA,NA,3644946,NA
Oregon,2025-04-01,78498557,1 (1),9607804,NA,12.24,NA,NA,NA,NA,4803902,NA
Oregon,2025-05-01,80614209,1 (1),10334210,NA,12.82,NA,NA,NA,NA,5167105,NA
Oregon,2025-06-01,65808604,1 (1),9852714,NA,14.97,NA,NA,NA,NA,4926357,NA
Oregon,2025-07-01,57265090,1 (1),6695785,NA,11.69,NA,NA,NA,NA,3347893,NA
Oregon,2025-08-01,60538958,1 (1),7129857,NA,11.78,NA,NA,NA,NA,3564929,NA
Pennsylvania,2018-11-01,1414587,1 (0 Mobile),508997,508997,35.98,35.98,35.98,0,NA,173059,NA
Pennsylvania,2018-12-01,16173090,3 (0 Mobile),2007592,2007592,12.41,12.41,12.41,0,NA,682581,NA
Pennsylvania,2019-01-01,32011839,6 (0 Mobile),2607215,2607215,8.14,8.14,8.14,0,NA,886453,NA
Pennsylvania,2019-02-01,31500742,6 (0 Mobile),1946817,1946817,6.18,6.18,6.18,0,NA,661918,NA
Pennsylvania,2019-03-01,44527575,8 (0 Mobile),5519340,5519340,12.4,12.4,12.4,0,NA,1876576,NA
Pennsylvania,2019-04-01,36769145,8 (0 Mobile),4221482,4221482,11.48,11.48,11.48,0,NA,1435304,NA
Pennsylvania,2019-05-01,35934215,8 (1 Mobile),2861852,2861852,7.96,7.96,7.96,573163,NA,973030,NA
Pennsylvania,2019-06-01,46334244,8 (3 Mobile),3126380,2056819,6.75,4.44,4.44,19326220,NA,699319,NA
Pennsylvania,2019-07-01,59331959,9 (4 Mobile),5074431,2852137,8.55,4.81,4.81,38998648,NA,969727,NA
Pennsylvania,2019-08-01,109038051,9 (4 Mobile),9887738,6115016,9.07,5.61,5.61,83209317,NA,2079106,NA
Pennsylvania,2019-09-01,194504622,11 (5 Mobile),19334816,14888872,9.94,7.65,7.65,158154361,NA,5062216,NA
Pennsylvania,2019-10-01,241186066,12 (5 Mobile),19116777,14948249,7.93,6.2,6.2,198688269,NA,5082405,NA
Pennsylvania,2019-11-01,316468264,12 (7 Mobile),20570772,14720686,6.5,4.65,4.65,266740919,NA,5005033,NA
Pennsylvania,2019-12-01,342560389,12 (8 Mobile),17459091,11374482,5.1,3.32,3.32,297445045,NA,3867324,NA
Pennsylvania,2020-01-01,348381708,12 (8 Mobile),31580803,22841192,9.07,6.56,6.56,308605690,NA,7766005,NA
Pennsylvania,2020-02-01,329765782,12 (9 Mobile),11432097,4722252,3.47,1.43,1.43,294127503,NA,1605566,NA
Pennsylvania,2020-03-01,131330059,13 (9 Mobile),8606120,6889255,6.55,5.25,5.25,118332822,NA,2342347,NA
Pennsylvania,2020-04-01,46015988,13 (9 Mobile),3202680,2883471,6.96,6.27,6.27,46015988,NA,980380,NA
Pennsylvania,2020-05-01,77510033,13 (9 Mobile),5918697,4828989,7.64,6.23,6.23,77510033,NA,1641586,NA
Pennsylvania,2020-06-01,89002562,10 (9 Mobile),7959790,6660158,8.94,7.48,7.48,88313028,NA,2264454,NA
Pennsylvania,2020-07-01,164782229,11 (9 Mobile),13651865,8147480,8.28,4.94,4.94,155354508,NA,2770143,NA
Pennsylvania,2020-08-01,364985422,12 (9 Mobile),27593677,18274075,7.56,5.01,5.01,321554131,NA,6213186,NA
Pennsylvania,2020-09-01,462787394,12 (9 Mobile),18277566,6269883,3.94,1.35,1.35,414100359,NA,2131760,NA
Pennsylvania,2020-10-01,525802524,12 (10 Mobile),47834647,36776926,9.1,6.99,6.99,472276003,NA,12504155,NA
Pennsylvania,2020-11-01,491910713,14 (10 Mobile),48500443,37350246,9.86,7.59,7.59,447418449,NA,12699084,NA
Pennsylvania,2020-12-01,548590065,15 (12 Mobile),45344348,34059539,8.27,6.21,6.21,535209739,NA,11580243,NA
Pennsylvania,2021-01-01,615294827,15 (12 Mobile),49305268,33970396,8.01,5.52,5.52,579941653,NA,11549935,NA
Pennsylvania,2021-02-01,509547820,15 (12 Mobile),33171120,16379807,6.51,3.21,3.21,469708926,NA,5569135,NA
Pennsylvania,2021-03-01,560259181,15 (12 Mobile),41029269,29352345,7.32,5.24,5.24,514336353,NA,9979797,NA
Pennsylvania,2021-04-01,479411021,15 (12 Mobile),36033727,26296483,7.52,5.49,5.49,439065648,NA,8940804,NA
Pennsylvania,2021-05-01,447465027,15 (12 Mobile),37419313,27746484,8.36,6.2,6.2,407398753,NA,9433805,NA
Pennsylvania,2021-06-01,420193377,16 (13 Mobile),42495332,34225520,10.11,8.15,8.15,379267760,NA,11636677,NA
Pennsylvania,2021-07-01,304415503,16 (13 Mobile),27482519,19856180,9.03,6.52,6.52,275449861,NA,6751101,NA
Pennsylvania,2021-08-01,348520369,15 (12 Mobile),25315958,18007244,7.26,5.17,5.17,318131156,NA,6122463,NA
Pennsylvania,2021-09-01,578760746,15 (12 Mobile),48113670,28253790,8.31,4.88,4.88,527438189,NA,9606289,NA
Pennsylvania,2021-10-01,776277954,15 (12 Mobile),42282405,23532816,5.45,3.03,3.03,714094431,NA,8001157,NA
Pennsylvania,2021-11-01,761574597,15 (12 Mobile),84921693,63668655,11.15,8.36,8.36,704074632,NA,21647343,NA
Pennsylvania,2021-12-01,750388696,16 (12 Mobile),37953474,18817768,5.06,2.51,2.51,693270171,NA,6398041,NA
Pennsylvania,2022-01-01,793722787,16 (13 Mobile),53403655,32169931,6.73,4.05,4.05,737442937,NA,10937777,NA
Pennsylvania,2022-02-01,597064049,16 (14 Mobile),22160553,NA,3.71,-0.07,-0.07,558109050,NA,1876109,NA
Pennsylvania,2022-03-01,714976578,18 (14 Mobile),48512264,30400581,6.79,4.25,4.25,666981930,NA,10336197,NA
Pennsylvania,2022-04-01,572817741,18 (14 Mobile),49083331,33667057,8.57,5.88,5.88,536143163,NA,11446799,NA
Pennsylvania,2022-05-01,493350519,18 (14 Mobile),47828553,35009849,9.69,7.1,7.1,457947928,NA,11903349,NA
Pennsylvania,2022-06-01,393494222,18 (14 Mobile),22889554,12769552,5.82,3.25,3.25,363964491,NA,4341648,NA
Pennsylvania,2022-07-01,336507932,18 (14 Mobile),33226517,25444500,9.87,7.56,7.56,311525076,NA,8651130,NA
Pennsylvania,2022-08-01,363046972,18 (14 Mobile),42185145,33953300,11.62,9.35,9.35,333098950,NA,11544122,NA
Pennsylvania,2022-09-01,645242681,18 (14 Mobile),75319093,50216969,11.67,7.78,7.78,596714671,NA,17073769,NA
Pennsylvania,2022-10-01,797124732,18 (14 Mobile),61519576,40514020,7.72,5.08,5.08,732359162,NA,13774767,NA
Pennsylvania,2022-11-01,789230672,18 (14 Mobile),69997949,52880925,8.87,6.7,6.7,735523025,NA,17979514,NA
Pennsylvania,2022-12-01,754849873,18 (14 Mobile),71238770,54624271,9.44,7.24,7.24,704782411,NA,18572252,NA
Pennsylvania,2023-01-01,772289648,19 (14 Mobile),57982069,39250402,7.51,5.08,5.08,719700379,NA,13345137,NA
Pennsylvania,2023-02-01,599529429,19 (14 Mobile),62214502,43230177,10.38,7.21,7.21,555793862,NA,14698260,NA
Pennsylvania,2023-03-01,723545806,19 (14 Mobile),66465774,50645259,9.19,7,7,667464497,NA,17219388,NA
Pennsylvania,2023-04-01,572152803,19 (14 Mobile),51786464,37036123,9.05,6.47,6.47,536265702,NA,12592282,NA
Pennsylvania,2023-05-01,495585360,19 (14 Mobile),57533744,41104590,11.61,8.29,8.29,460189894,NA,13975561,NA
Pennsylvania,2023-06-01,373171415,19 (14 Mobile),33866725,23060076,9.08,6.18,6.18,349359461,NA,7840426,NA
Pennsylvania,2023-07-01,338450263,19 (14 Mobile),39406353,32089785,11.64,9.48,9.48,316089466,NA,10910527,NA
Pennsylvania,2023-08-01,393007298,19 (14 Mobile),30614565,22026307,7.79,5.6,5.6,367172896,NA,7448944,NA
Pennsylvania,2023-09-01,726259712,19 (12 Mobile),66109574,36633084,9.1,5.04,5.04,672861548,NA,12455249,NA
Pennsylvania,2023-10-01,829002595,19 (12 Mobile),73631197,48150055,8.88,5.81,5.81,773164248,NA,16371019,NA
Pennsylvania,2023-11-01,934130152,19 (12 Mobile),49174979,12884034,5.26,1.38,1.38,876754839,NA,4380572,NA
Pennsylvania,2023-12-01,925570368,19 (12 Mobile),98097732,72506446,10.6,7.83,7.83,870372393,NA,24652192,NA
Pennsylvania,2024-01-01,858152503,19 (12 Mobile),97681399,69924036,11.38,8.15,8.15,808788638,NA,23774172,NA
Pennsylvania,2024-02-01,661740812,19 (12 Mobile),50425678,30252627,7.62,4.57,4.57,627486195,NA,10285893,NA
Pennsylvania,2024-03-01,800718332,19 (12 Mobile),63715603,45581570,7.96,5.69,5.69,759445204,NA,15497734,NA
Pennsylvania,2024-04-01,646061065,19 (12 Mobile),59050708,42412510,9.14,6.56,6.56,608268321,NA,14420253,NA
Pennsylvania,2024-05-01,591912627,19 (12 Mobile),61680936,44212853,10.42,7.47,7.47,556964320,NA,15032370,NA
Pennsylvania,2024-06-01,464534792,19 (12 Mobile),42998076,29893121,9.26,6.44,6.44,436660541,NA,10163661,NA
Pennsylvania,2024-07-01,414673804,19 (12 Mobile),52727378,38565690,12.72,9.3,9.3,392056665,NA,13112334,NA
Pennsylvania,2024-08-01,485289137,19 (11 Mobile),45435752,30002574,9.36,6.18,6.18,457586190,NA,10200875,NA
Pennsylvania,2024-09-01,811283985,18 (11 Mobile),95815549,53532012,11.81,6.6,6.6,765498372,NA,18200884,NA
Pennsylvania,2024-10-01,858148994,18 (11 Mobile),58132462,27373043,6.77,3.19,3.19,811815855,NA,9306835,NA
Pennsylvania,2024-11-01,935530170,18 (11 Mobile),103268288,77097493,11.04,8.24,8.24,886503761,NA,26213148,NA
Pennsylvania,2024-12-01,893371609,18 (11 Mobile),47488741,21869329,5.32,2.45,2.45,848803728,NA,7435572,NA
Pennsylvania,2025-01-01,873149858,18 (11 Mobile),84272113,51500459,9.65,5.9,5.9,830372591,NA,17510156,NA
Pennsylvania,2025-02-01,756926216,18 (12 Mobile),33961978,7485177,4.49,0.99,0.99,726711082,NA,2544960,NA
Pennsylvania,2025-03-01,842856961,18 (12 Mobile),49189301,27026829,5.84,3.21,3.21,806270419,NA,9189122,NA
Pennsylvania,2025-04-01,711569216,18 (12 Mobile),61783963,42533444,8.68,5.98,5.98,681434591,NA,14461371,NA
Pennsylvania,2025-05-01,655358227,18 (12 Mobile),76064442,59417240,11.61,9.07,9.07,624977712,NA,20201861,NA
Pennsylvania,2025-06-01,483637356,18 (12 Mobile),66812214,51236554,13.81,10.59,10.59,460634626,NA,17420428,NA
Pennsylvania,2025-07-01,412477357,18 (12 Mobile),52177461,40578753,9.84,9.84,9.84,392624115,NA,13796776,NA
Pennsylvania,2025-08-01,515446826,18 (12 Mobile),66533586,49151040,9.54,9.54,9.54,490042546,NA,16711354,NA
Rhode Island,2018-11-01,682714,1 (0 Mobile),72997,NA,10.69,NA,NA,0,NA,37228,NA
Rhode Island,2018-12-01,13087999,2 (0 Mobile),957913,NA,7.32,NA,NA,0,NA,488536,NA
Rhode Island,2019-01-01,19051125,2 (0 Mobile),159978,NA,0.84,NA,NA,0,NA,81589,NA
Rhode Island,2019-02-01,20686618,2 (0 Mobile),NA,NA,-4.31,NA,NA,0,NA,0,NA
Rhode Island,2019-03-01,23582716,2 (0 Mobile),1548230,NA,6.57,NA,NA,0,NA,789597,NA
Rhode Island,2019-04-01,16859818,2 (0 Mobile),1970110,NA,11.69,NA,NA,0,NA,1004756,NA
Rhode Island,2019-05-01,18900152,2 (0 Mobile),899165,NA,4.76,NA,NA,0,NA,458574,NA
Rhode Island,2019-06-01,14736667,2 (0 Mobile),2149999,NA,14.59,NA,NA,0,NA,1096499,NA
Rhode Island,2019-07-01,8321947,2 (0 Mobile),827579,NA,9.94,NA,NA,0,NA,422065,NA
Rhode Island,2019-08-01,10060066,2 (0 Mobile),851788,NA,8.47,NA,NA,0,NA,434412,NA
Rhode Island,2019-09-01,22195789,2 (1 Mobile),2516060,NA,11.34,NA,NA,3292636,NA,1283190,NA
Rhode Island,2019-10-01,28281025,2 (1 Mobile),2457137,NA,8.69,NA,NA,5862603,NA,1253139,NA
Rhode Island,2019-11-01,31465062,2 (1 Mobile),2745518,NA,8.73,NA,NA,8353409,NA,1400214,NA
Rhode Island,2019-12-01,31670511,2 (1 Mobile),2571755,NA,8.12,NA,NA,8751004,NA,1311595,NA
Rhode Island,2020-01-01,26939692,2 (1 Mobile),3279241,NA,12.17,NA,NA,7798844,NA,1672413,NA
Rhode Island,2020-02-01,28147862,2 (1 Mobile),2323432,NA,8.25,NA,NA,8465930,NA,1184950,NA
Rhode Island,2020-03-01,8949157,2 (1 Mobile),841767,NA,9.4,NA,NA,3064736,NA,429301,NA
Rhode Island,2020-04-01,591377,2 (1 Mobile),27381,NA,4.63,NA,NA,589260,NA,13964,NA
